StateAbbrev,StateName,Year,avg_Rainfall,avg_MinTemp,avg_MaxTemp,avg_Evaporation,avg_Sunshine,avg_WindGustSpeed,avg_WindSpeed9am,avg_WindSpeed3pm,avg_Humidity9am,avg_Humidity3pm,avg_Pressure9am,avg_Pressure3pm,avg_Cloud9am,avg_Cloud3pm,avg_Temp9am,avg_Temp3pm
ACT,Australian Capital Territory,2016,2.8009165902841406,6.4414389799635705,17.91839708561021,NA,NA,41.86005560704354,11.495897903372823,17.12853236098449,75.62191780821917,55.65360072926165,1017.3614754098361,1014.6273224043716,6.539267015706807,5.427884615384616,11.015938069216768,16.434426229508205
NSW,New South Wales,2016,2.657442138866727,13.373762376237623,24.331026300177978,6.729417879417879,7.981118143459915,38.92875647668396,13.126265634306213,18.285228480339917,69.27522195318815,51.304949211151936,1017.3125314429453,1014.674942791762,5.010785824345153,4.865187011919446,18.00968823993686,22.831694450305964
NT,Northern Territory,2016,2.0840579710144955,18.586905582356987,31.99614855570839,7.912474645030424,9.097430406852249,39.1344123856439,14.404728789986102,17.44041811846689,56.0695592286501,36.095628415300595,1014.3982228298017,1010.5507871321013,3.8925233644859842,4.458950201884256,24.516253443526175,29.386885245901638
QLD,Queensland,2016,2.8580318379160583,19.555099247091032,28.378067169294038,7.288877229800629,8.332088285229203,35.67707594038317,13.934156378600875,20.409184372858228,66.40219629375429,59.80273972602738,1016.3041723666211,1013.2136021872864,4.503363228699549,4.412639405204462,24.563611491108073,26.6622009569378
SA,South Australia,2016,1.8637931034482689,10.988456284153008,22.55632262474368,6.5629542790152415,7.82183908045977,41.743112947658396,15.74453551912563,19.64114832535883,65.73214285714289,46.423868312757286,1017.1336978810663,1015.0979480164159,4.477812177502592,5.124783362218374,15.760860655737707,21.084268125854994
TAS,Tasmania,2016,2.3275956284152994,9.173770491803278,18.59275956284153,3.8770491803278686,6.390410958904109,43.19834710743801,13.280054644808729,18.43306010928962,71.78688524590169,55.0437756497948,1012.3836065573771,1010.6568306010929,5.625204582651396,5.508885298869144,12.862431693989071,17.184426229508198
VIC,Victoria,2016,1.8860227272727277,9.659117896522478,20.437280949689093,4.765910413030832,6.6180614087898855,42.128701909770214,15.154644808743102,19.774801858431243,75.72992081447971,54.64396722237916,1016.4375635952515,1014.6287733182589,5.650780261493032,5.6879861711322315,13.613139304888385,18.934303475558067
WA,Western Australia,2016,2.348357736446383,11.382770800627942,22.408293838862562,5.522535211267606,8.324053826745164,40.69302325581398,14.805098039215693,18.390332877336977,68.6577603143419,52.07204742362068,1017.6404924760602,1015.6057911536708,4.39492466296591,3.9529025191675804,16.866692820714004,21.150661194710437
ACT,Australian Capital Territory,2017,1.4411428571428586,7.397727272727271,20.148484848484852,NA,NA,37.540229885057485,9.47916666666667,14.299242424242443,75.98295454545455,53.75189393939389,1019.7897727272727,1016.9090909090909,6.109756097560975,5.342465753424658,12.172916666666664,18.59772727272728
NSW,New South Wales,2017,3.2694259567387705,15.154225352112677,25.809117043121148,6.1279783393501805,6.6164772727272725,37.84157105030888,12.814526056626978,17.467396061269117,73.12767744645107,54.29973118279564,1018.9112375533429,1016.4124111795358,5.4874675885911826,4.980428704566637,19.226967213114754,24.1992125984252
NT,Northern Territory,2017,4.465800865800878,18.598270893371758,31.987953555878086,7.954,7.557714285714285,38.70375722543353,13.491477272727284,17.092329545454543,56.01878612716764,35.06072106261863,1013.6142045454545,1010.0333806818181,4.543123543123537,4.7628865979381425,24.245533141210377,30.26969696969697
QLD,Queensland,2017,4.693487698986972,20.407132667617688,28.803862660944205,6.599065420560748,8.123295454545454,36.777939042090026,13.819602272727282,20.700284090909122,69.972972972973,63.12820512820515,1015.65,1012.7732954545454,4.932432432432434,4.638814016172509,25.018039772727274,27.16642958748222
SA,South Australia,2017,1.1330459770114945,12.220227920227922,24.68938307030129,6.393910256410257,7.701123595505619,36.013138686131406,13.047008547008549,16.259259259259263,66.51072961373389,44.45506419400853,1019.6453769559033,1017.626846590909,4.425438596491223,5.427027027027028,17.028449502133714,23.193749999999998
TAS,Tasmania,2017,1.0896551724137933,9.713505747126439,20.04683908045977,4.1477272727272725,6.764942528735632,38.61849710982655,11.185714285714266,16.851002865329505,73.15999999999995,53.3409742120344,1016.9960227272727,1015.3579545454545,5.429078014184396,5.018050541516246,13.315142857142858,18.69914040114613
VIC,Victoria,2017,1.35525114155251,10.649543899657923,22.676423690205013,5.152127659574469,7.261419753086421,36.87410071942451,12.544109277176977,16.813993174061448,77.22260273972606,51.56086461888508,1019.5438816163916,1017.7424018212863,5.246537396121886,4.843486410496717,14.621672354948807,21.141785105173394
WA,Western Australia,2017,1.7647107438016514,12.644750000000002,24.667489711934156,6.082170542635659,9.075568181818182,37.73128598848367,13.587171052631588,16.744318181818187,68.47155812036276,48.571969696969724,1018.3611585944919,1016.1614068441064,3.768166089965393,3.258454106280193,18.25801150369762,23.70814393939394
